doc_id,carb_pred,description,country,queries,carb,fat,energy,protein,carb_mae,carb_mae_norm,fat_pred,fat_mae,fat_mae_norm,energy_pred,energy_mae,energy_mae_norm,protein_pred,protein_mae,protein_mae_norm
484,37.2,"['Drink water/ Nam Deum', 'Omlet hen egg/ Cheun Khai Kai', 'Rice glutinous, polished, steamed/ Khao Niew', 'Yoghurt drinking UHT/ Nom Som UHT']",LAO,"I’m enjoying 400 grams of water with my 112g omelet, 100g of polished steamed rice, and 180g of yogurt for dinner.",83.51,40.63,794.0,24.62,46.31,0.9038393554184037,13.8,26.830000000000002,1.994096199691488,479.0,315.0,0.8510583633344787,23.8,0.8200000000000001,0.06752704344664494
486,72.5,"['Bamboo shoot, boiled with Pork spare ribs/ Kheang Nor Mai Sai Ka Douk Mou', 'Drink water/ Nam Deum', 'Rice glutinous, polished, steamed/ Khao Niew']",LAO,"My lunch consisted of 163.7g of bamboo shoots with pork ribs, 210g of steamed glutinous rice, and a refreshing 200g glass of water.",116.28,0.8300000000000001,517.0,11.11,43.78,0.8544609583290371,22.5,21.67,1.6105875753751229,672.0,155.0,0.4187747502122038,30.1,18.990000000000002,1.5638275061607163
500,104.9,"['Brown sugar', 'Drinking water', 'Pasta, plain (not stuffed), uncooked, PROCESS = Frying, QUALITATIVE-INFO = Not fortified', 'Plum tomato, PROCESS = Frying', 'Soya bean oil, refined, PROCESS = Frying', 'Tortilla, INGREDIENT = Maize grain', 'Watermelons']",MEX,"For lunch, I mixed 75g of brown sugar with 300g of water. I cooked 33.3g of plain uncooked pasta and had 38.9g of fried plum tomatoes on the side. I also used 2.7g of refined soy bean oil, had a 75g maize tortilla, and sliced up 312g of watermelon.",160.6,9.5,757.0,12.6,55.69999999999999,1.087105422086052,3.4,6.1,0.45337259851353245,451.0,306.0,0.8267424100963507,5.3,7.3,0.6011553867811074
501,158.1,"['Cola-type drinks', 'Isotonic and sport drinks', 'Peanuts, PROCESS = Battering, PROCESS = Frying, INGREDIENT = Salt']",MEX,"For my snack, I'm enjoying 154.5g of cola drinks along with 772.5g of isotonic drinks and 30g of salted peanuts.",80.69999999999999,8.4,420.0,4.8,77.4,1.5106276421806184,14.0,5.6,0.4162109101107839,641.0,221.0,0.5970917406251421,7.5,2.7,0.222345143056026
514,126.5,"['Cowpea\t leaves (kunde) picked\t raw corrected for boiling', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Royco', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil', 'Whole Maize Flour Ugali']",KEN,"Tonight's meal consists of 68.1g of cowpea leaves, 19.1g of onion, and 38.1g of tomato. I used 2.8g of Royco seasoning and 1.2g of salt, with 13.5g of vegetable oil, and it's all served with 415g of whole maize flour ugali.",60.0,18.5,467.0,10.4,66.5,1.2978906744833478,15.5,3.0,0.22297013041649139,1080.0,613.0,1.6561865927747157,19.3,8.9,0.7329154715550488
515,452.5,"['Beef\t medium fat\t w/o bones\t raw\t corrected for stewing', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Pumpkin\t leaves (seveve)\t raw\t corrected for boling', 'Rice\t white\t milled\t polished grain\t dry\t raw corrected for stewing', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil', 'Whole Maize Flour Ugali']",KEN,"For lunch, I’m having 56.4 grams of raw medium fat beef, 47 grams of chopped fresh red onion, and 73.3 grams of raw pumpkin leaves. I also cooked 43.5 grams of dry white rice with 0.9 grams of iodized salt, and added 68.7 grams of ripe raw tomato. I used 21.0 grams of vegetable oil and served it with 600 grams of whole maize flour ugali.",100.0,31.9,845.0,27.0,352.5,6.879796432411731,43.5,11.600000000000001,0.8621511709437668,1442.0,597.0,1.6129582314624882,61.1,34.1,2.808136806744625
517,145.5,"['Egg\t chicken\t whole\t raw corrected for omelette', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Salt\t Iodized', 'Vegetable oil', 'Whole Maize Flour Ugali']",KEN,"For dinner, I’m having 54.1g of raw chicken egg, 17.5g of fresh red onion, 18.8g of iodized salt, 17.5g of vegetable oil, cooked in some vegetable oil, along with 200g of whole maize flour ugali.",30.3,40.0,494.0,4.6,115.2,2.248376025571153,20.5,19.5,1.449305847707194,1064.0,570.0,1.5400103717481044,20.1,15.500000000000002,1.2764258212475568
520,285.5,"['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Chicory coffee ingredient', 'Cow, ox or bull fresh meat,  PROCESS=Boiling', 'Dried fish,  STATE=Fine powder,  PROCESS=Boiling', 'Onions, PROCESS=Boiling', 'Paprika powder', 'Rice grain,  PROCESS=Boiling', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Shea butter,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Stock cubes or granulate (bouillon base)']",BFA,"For lunch, I made a dish with 8g of fresh boiled baobad leaves, 1g of chicory coffee ingredient, 20g of boiled beef, 11g of fine powdered dried fish, 28g of boiled onions, 0g of paprika powder, 1007g of boiled rice, 5g of salt, 7g of liquid potassium salt, 24g of shea butter, 105g of boiled dried sorghum flour, and 7g fo stock cubes for added flavor.",371.3,36.2,1999.0,73.10000000000001,85.80000000000001,1.6745717273785152,38.3,2.099999999999994,0.15607909129154351,1600.0,399.0,1.078007260223673,47.2,25.900000000000006,2.1328663722781758
522,345.2,"['Maize flour, PROCESS=Boiling', 'Sucrose (common sugar),  PROCESS=Boiling']",BFA,"For my snack, I used 420 grams of boiled maize flour along with 16 grams of common sugar.",94.5,3.4,419.0,11.8,250.7,4.8929502570372225,4.2,0.8,0.05945870144439771,1584.0,1165.0,3.147565058046564,12.6,0.799999999999998,0.06588004238697051
525,108.5,"['Chicory coffee infusion', 'Pancakes, PROCESS = Frying, INGREDIENT = Millet flour, PART-CONSUMED-ANALYSED = W/o husks', 'Sucrose (common sugar)']",BFA,"I enjoyed a snack of 190 grams of chicory coffee, along with 69g of millet flour pancakes and a sprinkle of 25g sugar.",84.6,27.6,376.0,15.2,23.900000000000006,0.46645995669401535,2.3,25.3,1.8803814331790774,451.0,75.0,0.20263294365106635,6.3,8.899999999999999,0.7329154715550485
